@relation activity_recognition_labeled

@attribute "X0" numeric
@attribute "X1" numeric
@attribute "X2" numeric
@attribute "X3" numeric
@attribute "X4" numeric
@attribute "Y0" numeric
@attribute "Y1" numeric
@attribute "Y2" numeric
@attribute "Y3" numeric
@attribute "Y4" numeric
@attribute "Z0" numeric
@attribute "Z1" numeric
@attribute "Z2" numeric
@attribute "Z3" numeric
@attribute "Z4" numeric
@attribute "XAVG" numeric
@attribute "YAVG" numeric
@attribute "ZAVG" numeric
@attribute "XSTANDDEV" numeric
@attribute "YSTANDDEV" numeric
@attribute "ZSTANDDEV" numeric
@attribute "RESULTANT" numeric
@attribute class{  "Driving", "Walking" , "Jogging" , "Upstairs" , "Downstairs" , "Sitting" , "Standing", "Still" }

@data
0.02,0.27,0.45,0.21,0.04,0.03,0.17,0.36,0.36,0.08,0.08,0.34,0.47,0.09,0.01,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.02,0.28,0.45,0.21,0.04,0.03,0.18,0.37,0.35,0.08,0.06,0.33,0.48,0.12,0.01,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.06,0.33,0.50,0.11,0.01,0.04,0.21,0.48,0.23,0.03,0.01,0.12,0.56,0.30,0.01,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.04,0.34,0.48,0.14,0.01,0.04,0.20,0.50,0.22,0.03,0.01,0.12,0.60,0.26,0.01,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.05,0.30,0.48,0.15,0.01,0.04,0.23,0.49,0.21,0.04,0.01,0.06,0.46,0.40,0.07,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.03,0.21,0.42,0.30,0.04,0.05,0.22,0.48,0.21,0.03,0.01,0.14,0.50,0.29,0.05,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.02,0.21,0.43,0.31,0.03,0.06,0.23,0.45,0.22,0.04,0.03,0.29,0.43,0.21,0.04,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.02,0.22,0.42,0.30,0.04,0.05,0.21,0.46,0.23,0.05,0.03,0.27,0.41,0.22,0.07,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.03,0.20,0.43,0.31,0.03,0.05,0.20,0.46,0.24,0.05,0.07,0.29,0.43,0.17,0.04,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.86,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.78,0.16,0.64,0.19,0.01,0.00,-0.13,0.13,9.46,0.02,0.02,0.02,7.57,Still
0.86,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.81,0.09,0.63,0.27,0.01,0.00,-0.13,0.13,9.47,0.02,0.02,0.02,7.57,Still
0.93,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.90,0.08,0.66,0.26,0.00,0.00,-0.13,0.13,9.46,0.02,0.02,0.02,7.57,Still
0.95,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.88,0.08,0.66,0.25,0.00,0.00,-0.13,0.13,9.46,0.02,0.02,0.02,7.57,Still
0.06,0.20,0.41,0.24,0.10,0.01,0.10,0.34,0.41,0.14,0.01,0.15,0.46,0.33,0.06,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.07,0.20,0.40,0.23,0.11,0.01,0.16,0.38,0.37,0.08,0.03,0.23,0.42,0.26,0.06,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.07,0.21,0.40,0.22,0.10,0.01,0.16,0.37,0.39,0.07,0.04,0.22,0.40,0.27,0.07,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.11,0.39,0.37,0.12,0.00,0.10,0.27,0.39,0.21,0.04,0.06,0.23,0.40,0.23,0.07,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.09,0.41,0.40,0.10,0.00,0.10,0.24,0.42,0.20,0.04,0.10,0.27,0.41,0.21,0.03,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.05,0.38,0.48,0.09,0.01,0.05,0.26,0.41,0.23,0.04,0.09,0.25,0.42,0.20,0.04,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.04,0.39,0.46,0.10,0.01,0.04,0.27,0.40,0.24,0.05,0.06,0.29,0.39,0.21,0.05,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.02,0.22,0.46,0.24,0.06,0.05,0.24,0.42,0.24,0.05,0.06,0.28,0.37,0.24,0.05,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.02,0.19,0.40,0.33,0.06,0.04,0.23,0.42,0.25,0.06,0.02,0.25,0.42,0.27,0.03,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.03,0.18,0.45,0.28,0.06,0.03,0.20,0.41,0.29,0.06,0.03,0.26,0.40,0.28,0.03,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.02,0.19,0.40,0.31,0.08,0.04,0.22,0.41,0.29,0.05,0.02,0.22,0.42,0.31,0.03,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.03,0.24,0.44,0.25,0.04,0.04,0.21,0.43,0.28,0.04,0.02,0.20,0.44,0.31,0.03,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.02,0.25,0.44,0.25,0.05,0.09,0.26,0.44,0.20,0.02,0.01,0.18,0.43,0.30,0.08,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.02,0.24,0.45,0.25,0.04,0.08,0.27,0.39,0.23,0.03,0.01,0.15,0.45,0.32,0.08,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.03,0.21,0.44,0.26,0.06,0.09,0.34,0.38,0.16,0.03,0.03,0.18,0.47,0.25,0.08,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.00,0.00,0.00,0.08,0.92,0.00,0.00,0.00,0.22,0.77,0.35,0.64,0.01,0.00,0.00,-0.13,0.13,9.46,0.02,0.02,0.03,7.57,Still
0.01,0.00,0.00,0.02,0.98,0.00,0.18,0.82,0.00,0.00,0.00,0.00,0.58,0.41,0.00,-0.13,0.13,9.46,0.03,0.03,0.03,7.57,Still
0.01,0.00,0.00,0.01,0.98,0.00,0.18,0.82,0.00,0.00,0.00,0.00,0.59,0.40,0.00,-0.13,0.13,9.46,0.03,0.03,0.03,7.57,Still
0.01,0.00,0.00,0.01,0.99,0.00,0.19,0.80,0.00,0.00,0.00,0.00,0.61,0.38,0.00,-0.13,0.13,9.46,0.02,0.03,0.03,7.57,Still
0.00,0.09,0.44,0.40,0.07,0.03,0.15,0.38,0.33,0.10,0.03,0.23,0.44,0.26,0.04,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.06,0.21,0.37,0.30,0.06,0.04,0.16,0.39,0.32,0.09,0.05,0.26,0.46,0.20,0.03,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.05,0.23,0.41,0.25,0.06,0.03,0.17,0.39,0.32,0.09,0.05,0.25,0.44,0.23,0.03,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.06,0.26,0.43,0.21,0.04,0.04,0.20,0.45,0.25,0.06,0.05,0.24,0.42,0.24,0.04,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.05,0.27,0.44,0.20,0.04,0.03,0.21,0.41,0.28,0.07,0.04,0.23,0.41,0.27,0.06,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.08,0.34,0.39,0.16,0.02,0.01,0.05,0.34,0.46,0.14,0.04,0.21,0.41,0.28,0.07,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.06,0.28,0.43,0.22,0.01,0.00,0.05,0.27,0.50,0.17,0.04,0.22,0.42,0.25,0.06,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.00,0.00,0.00,0.02,0.98,0.86,0.14,0.00,0.00,0.00,0.77,0.22,0.00,0.00,0.00,-0.13,0.13,9.47,0.02,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.02,0.98,0.86,0.13,0.00,0.00,0.00,0.80,0.20,0.00,0.00,0.00,-0.13,0.13,9.46,0.02,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.02,0.98,0.97,0.02,0.00,0.00,0.00,0.80,0.20,0.00,0.00,0.00,-0.13,0.13,9.46,0.02,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.02,0.98,0.97,0.03,0.00,0.00,0.00,0.66,0.34,0.00,0.00,0.00,-0.13,0.13,9.46,0.02,0.02,0.03,7.57,Still
0.01,0.15,0.45,0.33,0.07,0.02,0.22,0.38,0.31,0.06,0.01,0.14,0.39,0.34,0.12,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.01,0.14,0.44,0.34,0.07,0.02,0.21,0.45,0.28,0.04,0.02,0.15,0.40,0.32,0.11,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.03,0.13,0.48,0.32,0.04,0.04,0.30,0.40,0.23,0.02,0.02,0.17,0.44,0.30,0.07,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.04,0.25,0.43,0.25,0.03,0.05,0.27,0.40,0.25,0.02,0.04,0.21,0.42,0.26,0.06,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.03,0.24,0.44,0.25,0.03,0.02,0.16,0.45,0.31,0.06,0.06,0.24,0.43,0.23,0.04,-0.13,0.13,9.47,0.01,0.01,0.02,7.57,Still
0.00,0.00,0.00,0.09,0.91,0.84,0.15,0.00,0.00,0.00,0.51,0.49,0.00,0.00,0.00,-0.13,0.13,9.47,0.02,0.02,0.03,7.58,Still
0.00,0.00,0.00,0.06,0.94,0.82,0.17,0.00,0.00,0.00,0.38,0.61,0.01,0.00,0.00,-0.13,0.13,9.47,0.02,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.07,0.92,0.84,0.16,0.00,0.00,0.00,0.37,0.62,0.01,0.00,0.00,-0.13,0.13,9.47,0.02,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.18,0.82,0.78,0.22,0.00,0.00,0.00,0.38,0.61,0.01,0.00,0.00,-0.13,0.13,9.47,0.02,0.02,0.03,7.57,Still
0.02,0.16,0.54,0.24,0.04,0.02,0.15,0.39,0.37,0.08,0.02,0.19,0.48,0.27,0.04,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.02,0.16,0.52,0.27,0.03,0.02,0.17,0.38,0.35,0.09,0.02,0.21,0.48,0.25,0.05,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.02,0.19,0.49,0.28,0.03,0.02,0.25,0.46,0.25,0.02,0.02,0.23,0.46,0.25,0.04,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.02,0.17,0.48,0.32,0.01,0.08,0.35,0.38,0.17,0.02,0.03,0.22,0.42,0.29,0.05,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.01,0.10,0.43,0.38,0.07,0.08,0.37,0.38,0.16,0.01,0.03,0.24,0.44,0.25,0.03,-0.13,0.13,9.47,0.01,0.01,0.02,7.58,Still
0.01,0.10,0.44,0.38,0.08,0.07,0.31,0.40,0.18,0.03,0.03,0.24,0.45,0.24,0.03,-0.13,0.13,9.47,0.01,0.01,0.02,7.57,Still
0.03,0.25,0.53,0.17,0.01,0.08,0.27,0.43,0.19,0.02,0.03,0.16,0.35,0.32,0.13,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.04,0.26,0.54,0.15,0.02,0.08,0.24,0.45,0.20,0.04,0.06,0.19,0.41,0.23,0.11,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.04,0.25,0.53,0.16,0.01,0.07,0.24,0.42,0.23,0.05,0.00,0.06,0.31,0.46,0.17,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.02,0.28,0.50,0.18,0.02,0.07,0.22,0.41,0.23,0.08,0.00,0.15,0.55,0.27,0.02,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.06,0.27,0.46,0.17,0.04,0.07,0.24,0.40,0.20,0.08,0.01,0.14,0.55,0.28,0.03,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.05,0.23,0.41,0.24,0.07,0.05,0.30,0.39,0.21,0.05,0.01,0.16,0.54,0.26,0.04,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.06,0.25,0.41,0.22,0.06,0.01,0.13,0.54,0.26,0.06,0.06,0.29,0.46,0.17,0.03,-0.13,0.13,9.47,0.01,0.01,0.02,7.57,Still
0.07,0.25,0.42,0.22,0.04,0.01,0.13,0.50,0.31,0.05,0.04,0.20,0.44,0.23,0.08,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.09,0.40,0.36,0.14,0.01,0.01,0.13,0.48,0.32,0.05,0.05,0.23,0.43,0.22,0.06,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.09,0.39,0.38,0.12,0.01,0.01,0.13,0.49,0.34,0.03,0.07,0.27,0.40,0.22,0.04,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.08,0.38,0.42,0.11,0.01,0.03,0.21,0.41,0.32,0.03,0.01,0.15,0.40,0.39,0.05,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.11,0.33,0.42,0.13,0.02,0.05,0.25,0.40,0.26,0.04,0.03,0.14,0.50,0.30,0.03,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.05,0.27,0.39,0.24,0.05,0.05,0.25,0.37,0.27,0.05,0.02,0.12,0.50,0.32,0.03,-0.13,0.14,9.46,0.01,0.02,0.02,7.57,Still
0.04,0.26,0.40,0.25,0.05,0.04,0.26,0.38,0.25,0.06,0.02,0.11,0.51,0.32,0.05,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.03,0.29,0.46,0.19,0.02,0.01,0.19,0.47,0.29,0.03,0.03,0.25,0.48,0.19,0.05,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.00,0.00,0.02,0.72,0.25,0.00,0.00,0.00,0.13,0.86,0.10,0.33,0.39,0.15,0.04,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.00,0.00,0.02,0.79,0.19,0.00,0.00,0.00,0.13,0.87,0.06,0.31,0.40,0.19,0.04,-0.13,0.13,9.46,0.02,0.02,0.02,7.57,Still
0.00,0.00,0.04,0.78,0.18,0.00,0.00,0.00,0.16,0.83,0.08,0.29,0.40,0.19,0.04,-0.13,0.13,9.46,0.02,0.02,0.02,7.57,Still
0.00,0.00,0.05,0.76,0.18,0.00,0.00,0.00,0.18,0.82,0.09,0.28,0.40,0.19,0.04,-0.13,0.13,9.46,0.02,0.02,0.02,7.57,Still
0.03,0.16,0.44,0.29,0.08,0.10,0.36,0.39,0.14,0.01,0.03,0.19,0.44,0.28,0.06,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.02,0.16,0.45,0.29,0.07,0.08,0.37,0.39,0.16,0.01,0.03,0.19,0.45,0.27,0.06,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.03,0.19,0.43,0.27,0.08,0.08,0.37,0.39,0.16,0.01,0.02,0.22,0.46,0.25,0.05,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.03,0.17,0.43,0.29,0.09,0.07,0.29,0.43,0.19,0.02,0.03,0.23,0.45,0.26,0.03,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.04,0.26,0.49,0.19,0.02,0.06,0.24,0.46,0.20,0.04,0.08,0.30,0.41,0.19,0.02,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.04,0.26,0.48,0.20,0.02,0.03,0.25,0.48,0.20,0.04,0.08,0.30,0.39,0.20,0.02,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.04,0.30,0.44,0.20,0.02,0.03,0.25,0.49,0.19,0.05,0.07,0.27,0.38,0.25,0.03,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.06,0.37,0.39,0.16,0.02,0.01,0.18,0.41,0.32,0.08,0.07,0.26,0.37,0.26,0.04,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.06,0.26,0.36,0.28,0.04,0.01,0.14,0.39,0.36,0.10,0.07,0.26,0.39,0.25,0.03,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.10,0.26,0.34,0.25,0.05,0.02,0.13,0.36,0.39,0.11,0.06,0.27,0.45,0.19,0.03,-0.13,0.14,9.47,0.01,0.02,0.02,7.57,Still
0.13,0.31,0.33,0.22,0.01,0.94,0.05,0.00,0.00,0.00,0.73,0.27,0.00,0.00,0.00,-0.13,0.14,9.47,0.01,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.18,0.82,0.95,0.04,0.00,0.00,0.00,0.00,0.06,0.93,0.00,0.00,-0.13,0.14,9.46,0.02,0.03,0.03,7.57,Still
0.00,0.00,0.00,0.16,0.83,0.99,0.01,0.00,0.00,0.00,0.00,0.04,0.95,0.00,0.00,-0.13,0.14,9.47,0.02,0.03,0.03,7.57,Still
0.00,0.00,0.00,0.14,0.86,0.88,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.55,-0.13,0.13,9.46,0.02,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.16,0.83,0.89,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.54,-0.13,0.13,9.46,0.02,0.02,0.03,7.57,Still
0.06,0.29,0.45,0.18,0.03,0.05,0.17,0.38,0.32,0.09,0.02,0.22,0.43,0.26,0.07,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.07,0.28,0.45,0.17,0.02,0.05,0.23,0.40,0.28,0.04,0.03,0.26,0.38,0.27,0.07,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.06,0.31,0.43,0.17,0.02,0.04,0.24,0.38,0.29,0.05,0.03,0.23,0.41,0.26,0.08,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.06,0.31,0.40,0.21,0.01,0.06,0.26,0.41,0.24,0.03,0.03,0.25,0.44,0.26,0.02,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.06,0.28,0.39,0.26,0.01,0.07,0.27,0.41,0.22,0.03,0.01,0.24,0.46,0.26,0.02,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.05,0.27,0.39,0.27,0.02,0.06,0.27,0.41,0.22,0.04,0.01,0.22,0.49,0.25,0.03,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.04,0.24,0.42,0.27,0.02,0.07,0.24,0.42,0.22,0.04,0.01,0.18,0.40,0.35,0.06,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.00,0.00,0.00,0.02,0.98,0.99,0.01,0.00,0.00,0.00,0.70,0.29,0.00,0.00,0.00,-0.13,0.13,9.47,0.02,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.01,0.98,0.00,0.55,0.44,0.00,0.00,0.00,0.16,0.83,0.00,0.00,-0.13,0.13,9.46,0.03,0.03,0.03,7.57,Still
0.00,0.00,0.00,0.01,0.99,0.00,0.57,0.43,0.00,0.00,0.00,0.15,0.84,0.00,0.00,-0.13,0.13,9.46,0.02,0.03,0.03,7.57,Still
0.00,0.00,0.00,0.01,0.99,0.00,0.62,0.38,0.00,0.00,0.00,0.14,0.85,0.00,0.00,-0.13,0.13,9.46,0.02,0.03,0.03,7.57,Still
0.00,0.00,0.00,0.08,0.92,0.00,0.00,0.00,0.26,0.74,0.00,0.00,0.00,0.37,0.63,-0.13,0.13,9.46,0.02,0.02,0.03,7.57,Still
0.05,0.20,0.40,0.28,0.08,0.02,0.24,0.54,0.19,0.01,0.02,0.13,0.42,0.34,0.09,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.00,0.00,0.00,0.00,0.99,0.93,0.07,0.00,0.00,0.00,0.64,0.36,0.00,0.00,0.00,-0.13,0.13,9.46,0.02,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.02,0.98,0.91,0.08,0.00,0.00,0.00,0.83,0.17,0.00,0.00,0.00,-0.13,0.14,9.47,0.02,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.02,0.98,0.90,0.10,0.00,0.00,0.00,0.81,0.18,0.00,0.00,0.00,-0.13,0.14,9.47,0.02,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.02,0.98,0.91,0.09,0.00,0.00,0.00,0.73,0.27,0.00,0.00,0.00,-0.13,0.13,9.47,0.02,0.02,0.03,7.58,Still
0.04,0.30,0.42,0.21,0.03,0.01,0.13,0.42,0.39,0.06,0.03,0.22,0.45,0.26,0.04,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.04,0.26,0.41,0.24,0.04,0.01,0.14,0.49,0.32,0.04,0.05,0.23,0.45,0.23,0.05,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.04,0.25,0.39,0.27,0.06,0.07,0.31,0.39,0.18,0.05,0.04,0.23,0.47,0.22,0.04,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.04,0.25,0.42,0.24,0.05,0.05,0.28,0.45,0.17,0.05,0.04,0.25,0.43,0.24,0.04,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.06,0.20,0.48,0.22,0.04,0.04,0.24,0.46,0.22,0.05,0.03,0.22,0.44,0.28,0.03,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.07,0.26,0.43,0.20,0.03,0.03,0.23,0.45,0.24,0.04,0.03,0.23,0.42,0.30,0.02,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.07,0.26,0.44,0.19,0.04,0.03,0.25,0.44,0.25,0.03,0.03,0.21,0.42,0.31,0.03,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.07,0.24,0.45,0.18,0.05,0.02,0.25,0.47,0.25,0.02,0.03,0.20,0.44,0.31,0.02,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.00,0.00,0.00,0.06,0.94,0.76,0.23,0.00,0.00,0.00,0.33,0.67,0.00,0.00,0.00,-0.13,0.13,9.47,0.02,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.06,0.94,0.80,0.20,0.00,0.00,0.00,0.55,0.44,0.00,0.00,0.00,-0.13,0.13,9.46,0.02,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.06,0.94,0.92,0.08,0.00,0.00,0.00,0.55,0.45,0.00,0.00,0.00,-0.13,0.13,9.46,0.02,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.07,0.93,0.92,0.08,0.00,0.00,0.00,0.54,0.45,0.01,0.00,0.00,-0.13,0.13,9.46,0.02,0.02,0.03,7.57,Still
0.03,0.25,0.50,0.20,0.01,0.06,0.25,0.44,0.20,0.05,0.06,0.33,0.44,0.16,0.02,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.03,0.27,0.49,0.21,0.01,0.03,0.21,0.40,0.29,0.08,0.06,0.35,0.42,0.15,0.02,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.03,0.28,0.48,0.18,0.02,0.03,0.20,0.40,0.28,0.08,0.08,0.36,0.40,0.15,0.01,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.04,0.29,0.48,0.17,0.02,0.03,0.21,0.40,0.29,0.08,0.06,0.27,0.42,0.23,0.02,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.05,0.28,0.48,0.17,0.02,0.02,0.23,0.43,0.27,0.04,0.06,0.29,0.43,0.20,0.02,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.04,0.28,0.49,0.18,0.02,0.03,0.25,0.43,0.25,0.04,0.05,0.29,0.43,0.20,0.03,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.03,0.27,0.50,0.18,0.01,0.04,0.22,0.44,0.25,0.05,0.04,0.27,0.43,0.23,0.02,-0.13,0.14,9.46,0.01,0.01,0.02,7.57,Still
0.02,0.30,0.47,0.19,0.02,0.06,0.22,0.42,0.25,0.05,0.04,0.28,0.43,0.22,0.03,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.03,0.31,0.46,0.19,0.01,0.02,0.17,0.45,0.30,0.05,0.04,0.26,0.42,0.24,0.03,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.08,0.32,0.39,0.18,0.03,0.02,0.20,0.43,0.29,0.06,0.04,0.22,0.36,0.31,0.07,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.00,0.00,0.00,0.08,0.92,0.86,0.13,0.00,0.00,0.00,0.51,0.49,0.00,0.00,0.00,-0.13,0.13,9.46,0.02,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.06,0.94,0.91,0.08,0.00,0.00,0.00,0.48,0.51,0.01,0.00,0.00,-0.13,0.13,9.46,0.02,0.02,0.02,7.57,Still
0.00,0.00,0.99,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.51,0.48,0.01,0.00,0.00,-0.13,0.14,9.46,0.02,0.03,0.03,7.57,Still
0.00,0.00,0.99,0.00,0.00,0.99,0.01,0.00,0.00,0.00,0.51,0.47,0.02,0.00,0.00,-0.13,0.14,9.46,0.02,0.03,0.03,7.57,Still
0.99,0.01,0.00,0.00,0.00,0.99,0.01,0.00,0.00,0.00,0.16,0.55,0.26,0.03,0.00,-0.13,0.13,9.47,0.02,0.02,0.02,7.57,Still
0.98,0.02,0.00,0.00,0.00,0.99,0.01,0.00,0.00,0.00,0.16,0.54,0.28,0.02,0.00,-0.13,0.13,9.47,0.02,0.02,0.02,7.57,Still
0.13,0.38,0.39,0.09,0.01,0.06,0.23,0.42,0.24,0.05,0.04,0.18,0.43,0.28,0.07,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.07,0.40,0.41,0.11,0.01,0.00,0.12,0.35,0.41,0.12,0.03,0.17,0.36,0.32,0.13,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.06,0.41,0.40,0.11,0.01,0.02,0.19,0.51,0.26,0.02,0.03,0.16,0.36,0.33,0.11,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.07,0.42,0.40,0.10,0.01,0.01,0.17,0.52,0.28,0.02,0.03,0.19,0.40,0.29,0.09,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.04,0.25,0.41,0.24,0.06,0.01,0.16,0.54,0.28,0.02,0.09,0.31,0.40,0.18,0.02,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.00,0.00,0.00,0.12,0.88,0.91,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.48,-0.13,0.14,9.46,0.02,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.10,0.90,0.93,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.49,-0.13,0.14,9.46,0.02,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.10,0.90,0.75,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.37,-0.13,0.13,9.46,0.02,0.02,0.03,7.57,Still
0.05,0.25,0.42,0.24,0.04,0.01,0.14,0.44,0.33,0.08,0.03,0.26,0.52,0.18,0.01,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.00,0.00,0.15,0.64,0.21,0.69,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.51,-0.13,0.13,9.46,0.01,0.02,0.03,7.57,Still
0.00,0.00,0.15,0.64,0.21,0.73,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.54,-0.13,0.13,9.46,0.01,0.02,0.03,7.57,Still
